"","ST","STATE","OCC_CODE","FIRST_TOT_EMP","FIRST_YEAR","LAST_TOT_EMP","LAST_YEAR","percent_change_emp","OCC_TITLE"
"22338","NC","North Carolina","00-0000",3725250,2001,4125070,2015,10.73,"All occupations"
"22339","NC","North Carolina","11-0000",274030,1999,180100,2015,-34.28,"Management occupations"
"22340","NC","North Carolina","11-1011",16130,1999,4290,2015,-73.4,"Chief executives"
"22341","NC","North Carolina","11-1021",92020,1999,54690,2015,-40.57,"General and operations managers"
"22342","NC","North Carolina","11-1031",630,2000,640,2001,1.59,"Legislators"
"22343","NC","North Carolina","11-2011",2930,1999,460,2015,-84.3,"Advertising and promotions managers"
"22344","NC","North Carolina","11-2021",6490,1999,5770,2015,-11.09,"Marketing managers"
"22345","NC","North Carolina","11-2022",11340,1999,7780,2015,-31.39,"Sales managers"
"22346","NC","North Carolina","11-2031",1580,1999,1060,2015,-32.91,"Public relations managers"
"22347","NC","North Carolina","11-3011",10390,1999,5040,2015,-51.49,"Administrative services managers"
"22348","NC","North Carolina","11-3021",11420,1999,11680,2015,2.28,"Computer and information systems managers"
"22349","NC","North Carolina","11-3031",19360,1999,15730,2015,-18.75,"Financial managers"
"22350","NC","North Carolina","11-3040",6050,1999,4780,2003,-20.99,"Human resources managers"
"22351","NC","North Carolina","11-3041",1740,2004,1300,2009,-25.29,"Compensation and benefits managers"
"22352","NC","North Carolina","11-3042",760,2004,810,2009,6.58,"Training and development managers"
"22353","NC","North Carolina","11-3049",1410,2004,1170,2009,-17.02,"Human resources managers, all other"
"22354","NC","North Carolina","11-3051",8470,1999,5250,2015,-38.02,"Industrial production managers"
"22355","NC","North Carolina","11-3061",5080,1999,2250,2015,-55.71,"Purchasing managers"
"22356","NC","North Carolina","11-3071",3650,1999,2490,2015,-31.78,"Transportation, storage, and distribution managers"
"22357","NC","North Carolina","11-3111",970,2010,440,2015,-54.64,"Compensation and benefits managers"
"22358","NC","North Carolina","11-3121",1280,2010,3690,2015,188.28,"Human resources managers"
"22359","NC","North Carolina","11-3131",750,2010,700,2015,-6.67,"Training and development managers"
"22360","NC","North Carolina","11-9011",240,2000,50,2006,-79.17,"Farm, ranch, and other agricultural managers"
"22361","NC","North Carolina","11-9013",140,2014,90,2015,-35.71,"Farmers, ranchers, and other agricultural managers"
"22362","NC","North Carolina","11-9021",11190,1999,7970,2015,-28.78,"Construction managers"
"22363","NC","North Carolina","11-9031",750,1999,1130,2015,50.67,"Education administrators, preschool and child care center/program"
"22364","NC","North Carolina","11-9032",5340,1999,7840,2015,46.82,"Education administrators, elementary and secondary school"
"22365","NC","North Carolina","11-9033",3020,1999,4520,2015,49.67,"Education administrators, postsecondary"
"22366","NC","North Carolina","11-9039",360,2004,1130,2015,213.89,"Education administrators, all other"
"22367","NC","North Carolina","11-9041",6020,1999,3880,2015,-35.55,"Engineering managers"
"22368","NC","North Carolina","11-9051",13170,1999,5510,2015,-58.16,"Food service managers"
"22369","NC","North Carolina","11-9061",830,1999,270,2015,-67.47,"Funeral directors"
"22370","NC","North Carolina","11-9081",1500,1999,1190,2015,-20.67,"Lodging managers"
"22371","NC","North Carolina","11-9111",7500,1999,7910,2015,5.47,"Medical and health services managers"
"22372","NC","North Carolina","11-9121",990,1999,2090,2015,111.11,"Natural sciences managers"
"22373","NC","North Carolina","11-9131",730,1999,510,2015,-30.14,"Postmasters and mail superintendents"
"22374","NC","North Carolina","11-9141",4450,1999,2780,2015,-37.53,"Property, real estate, and community association managers"
"22375","NC","North Carolina","11-9151",2080,1999,2180,2015,4.81,"Social and community service managers"
"22376","NC","North Carolina","11-9161",290,2010,230,2015,-20.69,"Emergency management directors"
"22377","NC","North Carolina","11-9199",8050,2004,9540,2015,18.51,"Managers, all other"
"22378","NC","North Carolina","13-0000",95750,1999,195930,2015,104.63,"Business and financial operations occupations"
"22379","NC","North Carolina","13-1011",50,2003,310,2015,520,"Agents and business managers of artists, performers, and athletes"
"22380","NC","North Carolina","13-1021",260,1999,270,2015,3.85,"Purchasing agents and buyers, farm products"
"22381","NC","North Carolina","13-1022",3930,1999,2900,2015,-26.21,"Wholesale and retail buyers, except farm products"
"22382","NC","North Carolina","13-1023",5930,1999,7640,2015,28.84,"Purchasing agents, except wholesale, retail, and farm products"
"22383","NC","North Carolina","13-1031",3700,1999,6470,2015,74.86,"Claims adjusters, examiners, and investigators"
"22384","NC","North Carolina","13-1032",350,2000,170,2015,-51.43,"Insurance appraisers, auto damage"
"22385","NC","North Carolina","13-1041",2560,1999,6130,2015,139.45,"Compliance officers, except agriculture, construction, health and safety, and transportation"
"22386","NC","North Carolina","13-1051",5190,1999,6600,2015,27.17,"Cost estimators"
"22387","NC","North Carolina","13-1061",300,1999,430,2009,43.33,"Emergency management specialists"
"22388","NC","North Carolina","13-1071",4770,1999,14770,2015,209.64,"Employment, recruitment, and placement specialists"
"22389","NC","North Carolina","13-1072",1340,1999,4030,2009,200.75,"Compensation, benefits, and job analysis specialists"
"22390","NC","North Carolina","13-1073",5150,1999,6580,2009,27.77,"Training and development specialists"
"22391","NC","North Carolina","13-1075",670,2012,760,2015,13.43,"Labor relations specialists"
"22392","NC","North Carolina","13-1078",10600,2010,10530,2011,-0.66,"Human resources, training, and labor relations specialists, all other*"
"22393","NC","North Carolina","13-1079",2240,2004,3780,2009,68.75,"Human resources, training, and labor relations specialists, all other"
"22394","NC","North Carolina","13-1081",930,2004,3230,2015,247.31,"Logisticians"
"22395","NC","North Carolina","13-1111",6470,1999,14430,2015,123.03,"Management analysts"
"22396","NC","North Carolina","13-1121",710,1999,1960,2015,176.06,"Meeting and convention planners"
"22397","NC","North Carolina","13-1131",1060,2012,1800,2015,69.81,"Fundraisers"
"22398","NC","North Carolina","13-1141",3390,2010,2350,2015,-30.68,"Compensation, benefits, and job analysis specialists"
"22399","NC","North Carolina","13-1151",6390,2010,8590,2015,34.43,"Training and development specialists"
"22400","NC","North Carolina","13-1161",7230,2010,14720,2015,103.6,"Market research analysts and marketing specialists*"
"22401","NC","North Carolina","13-1199",19500,2004,31140,2015,59.69,"Business operations specialists, all other"
"22402","NC","North Carolina","13-2011",16150,1999,30390,2015,88.17,"Accountants and auditors"
"22403","NC","North Carolina","13-2021",800,1999,1420,2015,77.5,"Appraisers and assessors of real estate"
"22404","NC","North Carolina","13-2031",1240,1999,940,2015,-24.19,"Budget analysts"
"22405","NC","North Carolina","13-2041",1770,1999,2950,2015,66.67,"Credit analysts"
"22406","NC","North Carolina","13-2051",4080,1999,7420,2015,81.86,"Financial analysts"
"22407","NC","North Carolina","13-2052",1060,1999,5800,2015,447.17,"Personal financial advisors"
"22408","NC","North Carolina","13-2053",1920,1999,2560,2015,33.33,"Insurance underwriters"
"22409","NC","North Carolina","13-2061",490,1999,1870,2015,281.63,"Financial examiners"
"22410","NC","North Carolina","13-2071",1360,1999,510,2015,-62.5,"Loan counselors"
"22411","NC","North Carolina","13-2072",4400,1999,11620,2015,164.09,"Loan officers"
"22412","NC","North Carolina","13-2081",1540,1999,1540,2015,0,"Tax examiners, collectors, and revenue agents"
"22413","NC","North Carolina","13-2082",580,1999,1760,2015,203.45,"Tax preparers"
"22414","NC","North Carolina","13-2099",2760,2004,2910,2015,5.43,"Financial specialists, all other"
"22415","NC","North Carolina","15-0000",75200,1999,116390,2015,54.77,"Computer and mathematical occupations"
"22416","NC","North Carolina","15-1011",170,1999,410,2009,141.18,"Computer and information scientists, research"
"22417","NC","North Carolina","15-1021",15720,1999,11360,2009,-27.74,"Computer programmers"
"22418","NC","North Carolina","15-1031",8090,1999,13180,2009,62.92,"Computer software engineers, applications"
"22419","NC","North Carolina","15-1032",6870,1999,11540,2009,67.98,"Computer software engineers, systems software"
"22420","NC","North Carolina","15-1041",14930,1999,16770,2009,12.32,"Computer support specialists"
"22421","NC","North Carolina","15-1051",12340,1999,17620,2009,42.79,"Computer systems analysts"
"22422","NC","North Carolina","15-1061",3070,1999,3070,2009,0,"Database administrators"
"22423","NC","North Carolina","15-1071",5680,1999,7990,2009,40.67,"Network and computer systems administrators"
"22424","NC","North Carolina","15-1081",3280,1999,6110,2009,86.28,"Network systems and data communications analysts"
"22425","NC","North Carolina","15-1099",1470,2004,3510,2009,138.78,"Computer specialists, all other"
"22426","NC","North Carolina","15-1111",290,2010,210,2015,-27.59,"Computer and information research scientists"
"22427","NC","North Carolina","15-1121",14920,2010,20130,2015,34.92,"Computer systems analysts"
"22428","NC","North Carolina","15-1122",2930,2012,3060,2015,4.44,"Information security analysts"
"22429","NC","North Carolina","15-1131",9190,2010,7040,2015,-23.39,"Computer programmers"
"22430","NC","North Carolina","15-1132",14780,2010,22950,2015,55.28,"Software developers, applications"
"22431","NC","North Carolina","15-1133",10380,2010,9740,2015,-6.17,"Software developers, systems software"
"22432","NC","North Carolina","15-1134",2830,2012,3110,2015,9.89,"Web developers"
"22433","NC","North Carolina","15-1141",2830,2010,2740,2015,-3.18,"Database administrators"
"22434","NC","North Carolina","15-1142",7280,2010,10840,2015,48.9,"Network and computer systems administrators*"
"22435","NC","North Carolina","15-1143",5060,2012,3970,2015,-21.54,"Computer network architects"
"22436","NC","North Carolina","15-1150",19510,2010,21820,2011,11.84,"Computer support specialists"
"22437","NC","North Carolina","15-1151",18500,2012,19870,2015,7.41,"Computer user support specialists"
"22438","NC","North Carolina","15-1152",5840,2012,5920,2015,1.37,"Computer network support specialists"
"22439","NC","North Carolina","15-1179",8110,2010,8950,2011,10.36,"Information security analysts, web developers, and computer network architects"
"22440","NC","North Carolina","15-1199",3390,2012,3310,2015,-2.36,"Computer occupations, all other"
"22441","NC","North Carolina","15-1799",3350,2010,3240,2011,-3.28,"Computer occupations, all other*"
"22442","NC","North Carolina","15-2011",160,1999,410,2015,156.25,"Actuaries"
"22443","NC","North Carolina","15-2021",30,2000,30,2011,0,"Mathematicians"
"22444","NC","North Carolina","15-2031",510,1999,1950,2015,282.35,"Operations research analysts"
"22445","NC","North Carolina","15-2041",410,1999,1040,2015,153.66,"Statisticians"
"22446","NC","North Carolina","15-2099",70,2013,90,2015,28.57,"Mathematical scientists, all other"
"22447","NC","North Carolina","17-0000",62500,1999,58530,2015,-6.35,"Architecture and engineering occupations"
"22448","NC","North Carolina","17-1011",1900,1999,1860,2015,-2.11,"Architects, except landscape and naval"
"22449","NC","North Carolina","17-1012",390,1999,430,2015,10.26,"Landscape architects"
"22450","NC","North Carolina","17-1021",80,1999,530,2015,562.5,"Cartographers and photogrammetrists"
"22451","NC","North Carolina","17-1022",1370,1999,870,2015,-36.5,"Surveyors"
"22452","NC","North Carolina","17-2011",160,2000,630,2015,293.75,"Aerospace engineers"
"22453","NC","North Carolina","17-2021",50,2004,40,2015,-20,"Agricultural engineers"
"22454","NC","North Carolina","17-2031",90,1999,490,2015,444.44,"Biomedical engineers"
"22455","NC","North Carolina","17-2041",730,1999,770,2015,5.48,"Chemical engineers"
"22456","NC","North Carolina","17-2051",3700,1999,6730,2015,81.89,"Civil engineers"
"22457","NC","North Carolina","17-2061",1240,1999,1350,2015,8.87,"Computer hardware engineers"
"22458","NC","North Carolina","17-2071",3740,1999,4920,2015,31.55,"Electrical engineers"
"22459","NC","North Carolina","17-2072",2040,1999,2920,2015,43.14,"Electronics engineers, except computer"
"22460","NC","North Carolina","17-2081",1160,1999,1240,2015,6.9,"Environmental engineers"
"22461","NC","North Carolina","17-2111",870,1999,460,2015,-47.13,"Health and safety engineers, except mining safety engineers and inspectors"
"22462","NC","North Carolina","17-2112",4460,1999,6870,2015,54.04,"Industrial engineers"
"22463","NC","North Carolina","17-2131",1180,1999,440,2015,-62.71,"Materials engineers"
"22464","NC","North Carolina","17-2141",5310,1999,6490,2015,22.22,"Mechanical engineers"
"22465","NC","North Carolina","17-2151",40,2000,50,2015,25,"Mining and geological engineers, including mining safety engineers"
"22466","NC","North Carolina","17-2161",190,2000,190,2013,0,"Nuclear engineers"
"22467","NC","North Carolina","17-2199",1740,2004,2230,2015,28.16,"Engineers, all other"
"22468","NC","North Carolina","17-3011",2160,1999,2130,2015,-1.39,"Architectural and civil drafters"
"22469","NC","North Carolina","17-3012",1290,1999,660,2015,-48.84,"Electrical and electronics drafters"
"22470","NC","North Carolina","17-3013",1500,1999,1510,2015,0.67,"Mechanical drafters"
"22471","NC","North Carolina","17-3019",270,2004,230,2015,-14.81,"Drafters, all other"
"22472","NC","North Carolina","17-3021",60,1999,90,2010,50,"Aerospace engineering and operations technicians"
"22473","NC","North Carolina","17-3022",4000,1999,3520,2015,-12,"Civil engineering technicians"
"22474","NC","North Carolina","17-3023",9570,1999,3190,2015,-66.67,"Electrical and electronic engineering technicians"
"22475","NC","North Carolina","17-3024",1440,1999,130,2015,-90.97,"Electro-mechanical technicians"
"22476","NC","North Carolina","17-3025",210,1999,420,2015,100,"Environmental engineering technicians"
"22477","NC","North Carolina","17-3026",1600,1999,2400,2015,50,"Industrial engineering technicians"
"22478","NC","North Carolina","17-3027",1730,1999,1030,2015,-40.46,"Mechanical engineering technicians"
"22479","NC","North Carolina","17-3029",820,2004,760,2015,-7.32,"Engineering technicians, except drafters, all other"
"22480","NC","North Carolina","17-3031",1720,1999,2530,2015,47.09,"Surveying and mapping technicians"
"22481","NC","North Carolina","19-0000",29010,1999,34350,2015,18.41,"Life, physical, and social science occupations"
"22482","NC","North Carolina","19-1010",320,1999,570,2003,78.12,"Agricultural and food scientists"
"22483","NC","North Carolina","19-1011",150,2008,60,2015,-60,"Animal scientists"
"22484","NC","North Carolina","19-1012",80,2004,230,2015,187.5,"Food scientists and technologists"
"22485","NC","North Carolina","19-1013",440,2004,890,2015,102.27,"Soil and plant scientists"
"22486","NC","North Carolina","19-1021",720,1999,810,2015,12.5,"Biochemists and biophysicists"
"22487","NC","North Carolina","19-1022",530,1999,240,2015,-54.72,"Microbiologists"
"22488","NC","North Carolina","19-1023",160,1999,370,2015,131.25,"Zoologists and wildlife biologists"
"22489","NC","North Carolina","19-1029",990,2004,850,2015,-14.14,"Biological scientists, all other"
"22490","NC","North Carolina","19-1031",420,1999,470,2015,11.9,"Conservation scientists"
"22491","NC","North Carolina","19-1032",270,1999,300,2015,11.11,"Foresters"
"22492","NC","North Carolina","19-1041",50,1999,130,2015,160,"Epidemiologists"
